age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
33,1,2,2,1,0,0,0,6,1,130,3,1,0
35,7,2,2,0,0,0,0,3,0,61,2,1,0
33,2,1,6,0,0,0,0,3,1,550,2,1,0
36,3,1,0,0,0,0,1,4,1,152,2,1,0
49,0,2,3,0,0,0,1,6,3,363,5,1,0
30,4,1,6,0,0,0,0,6,0,67,1,0,0
55,5,1,0,0,1,1,0,3,3,218,2,2,1
34,4,1,6,0,2,0,1,6,0,247,1,1,0
48,4,0,6,1,0,0,0,6,2,36,5,1,0
44,4,1,3,1,0,2,1,3,1,73,5,1,0
50,10,1,5,0,0,0,1,6,2,189,1,1,0
49,1,1,2,1,0,0,0,3,2,134,1,1,0
28,0,2,6,0,0,0,0,1,2,489,5,1,1
50,1,0,2,0,0,0,1,6,0,550,3,1,0
40,0,2,3,0,2,0,0,4,3,154,1,0,0
48,7,1,2,1,0,0,0,6,0,36,5,1,0
32,9,1,6,0,2,2,1,3,2,50,5,1,0
29,0,1,3,0,0,0,1,4,1,255,1,1,0
29,0,2,3,0,2,0,1,6,1,36,1,1,0
55,2,0,6,0,0,0,0,7,0,110,2,1,0
45,11,1,7,1,2,0,1,6,2,56,2,1,0
52,9,0,5,1,2,0,1,4,1,56,5,1,0
32,9,2,6,0,2,0,0,6,4,75,4,1,0
38,9,1,5,1,2,0,1,6,3,153,2,1,0
33,0,2,6,0,2,0,0,8,0,233,1,1,1
29,9,2,5,0,2,0,0,1,2,94,4,1,0
37,0,1,6,0,2,0,0,1,3,198,2,1,0
55,5,1,0,0,2,0,0,5,2,156,1,1,1
55,4,1,6,0,2,0,1,7,0,109,1,1,0
37,1,0,2,0,2,0,1,6,2,550,4,1,1
40,0,1,3,1,0,2,1,6,0,84,3,1,0
43,7,0,7,1,2,2,0,3,3,483,5,1,0
26,1,2,0,0,2,0,1,7,2,36,1,1,0
41,6,1,5,0,2,0,0,6,2,46,1,1,0
35,1,2,1,1,2,0,0,3,1,153,1,1,0
37,1,1,2,1,0,0,1,3,1,179,2,1,0
44,9,0,5,0,2,0,0,6,2,245,3,1,0
32,1,2,3,0,0,0,1,3,2,234,4,1,0
55,5,1,0,1,0,0,0,1,3,332,3,1,0
36,1,1,7,0,2,0,0,6,2,131,1,1,0
51,0,0,6,0,1,1,1,6,4,160,2,1,0
36,2,1,6,0,0,0,1,6,4,386,3,1,0
46,7,1,3,0,2,0,0,0,4,201,2,1,0
30,4,2,6,0,0,0,0,0,4,244,3,1,0
33,0,1,6,0,0,0,0,9,1,369,3,1,1
36,0,1,3,1,2,2,0,6,1,264,1,2,0
27,10,2,2,0,0,0,0,0,0,48,2,0,0
37,7,1,3,1,2,2,1,6,2,73,3,1,0
50,2,1,3,0,2,2,0,6,0,550,5,0,0
37,7,1,3,0,2,0,0,6,4,130,1,1,0
26,9,2,6,0,2,0,0,0,2,170,1,1,0
31,3,1,0,0,0,0,1,4,4,91,2,1,0
30,0,2,3,0,2,0,0,6,2,36,5,0,0
33,0,1,3,0,0,0,1,6,4,307,1,1,0
49,0,1,6,0,2,0,0,1,2,260,1,1,0
49,1,1,2,1,2,0,1,6,4,170,2,1,0
31,9,2,3,0,0,0,0,1,3,191,1,1,0
30,10,1,2,0,0,0,0,3,0,154,2,1,0
29,9,1,7,0,2,0,0,3,0,404,1,1,0
41,9,1,5,0,2,2,0,1,0,264,1,1,0
40,0,1,6,0,0,0,0,1,1,36,5,1,0
41,1,0,0,0,2,0,1,4,4,122,1,1,0
42,1,1,2,0,0,0,1,6,1,173,2,1,0
37,7,1,3,0,0,0,1,4,0,115,4,1,0
34,0,1,6,0,2,0,0,6,0,407,3,0,1
51,7,2,1,0,2,0,0,3,0,48,1,1,0
39,3,1,3,0,2,0,1,6,0,61,2,1,0
33,9,0,3,0,0,0,1,6,3,207,1,1,0
39,1,0,3,0,0,0,1,6,1,281,1,1,0
27,6,2,6,0,2,0,1,4,0,244,2,1,0
36,4,2,6,0,0,0,0,3,1,310,5,1,0
43,6,1,6,1,2,2,1,4,4,550,1,1,0
42,6,1,6,1,0,2,0,3,1,95,2,1,0
35,4,1,6,0,0,0,0,0,2,375,1,1,1
28,0,2,3,0,2,0,0,5,0,300,1,1,1
47,1,0,2,0,0,2,1,6,0,322,1,1,0
55,0,2,6,1,0,0,0,7,1,142,1,1,0
34,7,1,3,1,0,0,0,6,3,245,5,1,0
34,1,1,0,0,2,0,0,7,3,87,1,1,0
44,6,1,2,1,0,0,0,1,1,136,5,1,0
39,1,1,7,1,0,0,1,3,4,218,2,1,0
49,7,1,3,0,0,0,1,6,4,249,2,1,0
36,1,2,3,1,0,0,1,6,1,90,2,1,0
37,4,1,6,1,0,2,1,4,1,179,5,1,0
37,0,1,6,0,2,0,0,1,3,356,1,1,0
40,0,2,3,0,2,0,0,3,3,550,3,1,0
55,9,1,6,0,0,0,0,8,1,268,1,0,0
49,1,1,0,1,2,0,0,1,0,36,3,1,0
53,0,2,6,0,2,0,0,4,0,304,2,2,1
55,1,1,3,1,0,0,1,4,3,171,3,1,0
43,9,1,1,0,2,0,1,6,4,261,3,1,0
54,2,1,5,0,0,0,0,7,3,550,1,1,1
51,0,0,3,0,2,2,0,7,3,334,2,0,1
35,1,0,0,0,2,0,0,3,3,123,1,1,0
53,0,1,6,0,0,0,1,3,0,120,1,1,0
53,2,0,6,0,2,0,0,7,1,68,1,1,0
34,0,0,6,0,2,0,1,3,2,332,3,0,1
50,3,0,3,1,2,0,1,4,4,550,4,1,0
39,0,1,6,1,0,0,0,1,2,144,5,1,0
27,8,2,3,0,2,0,0,6,3,41,1,1,0
27,4,2,6,0,2,0,0,9,3,137,2,2,0
44,1,2,0,0,2,0,1,6,2,106,1,1,0
29,6,1,6,0,0,0,0,7,2,157,2,1,0
42,1,1,0,1,2,0,1,6,0,72,2,1,0
31,9,2,3,0,2,0,0,0,0,550,1,0,0
29,9,1,5,0,0,0,0,3,4,263,2,1,0
55,5,1,6,1,2,0,1,6,0,550,1,1,0
28,6,2,6,0,0,2,0,6,1,315,1,1,1
28,1,1,2,0,2,0,0,6,3,390,1,1,1
40,7,1,3,0,0,0,0,6,4,246,4,0,0
35,0,1,3,0,0,0,1,6,4,36,5,1,0
36,7,2,3,0,0,0,0,3,0,254,2,1,0
36,1,1,1,1,1,1,1,6,1,190,1,1,0
49,0,1,3,0,2,2,0,3,1,263,1,1,0
47,0,1,6,1,0,2,1,6,3,139,2,1,0
29,0,1,6,0,0,2,0,1,2,220,3,1,0
35,1,0,2,0,0,2,1,6,0,192,5,1,0
33,0,1,5,0,0,0,1,4,0,110,4,1,0
28,7,2,3,0,2,0,1,6,1,318,1,1,0
44,9,1,5,0,0,0,1,6,1,550,1,1,0
34,4,2,6,0,0,0,0,3,2,257,2,1,0
48,0,0,3,0,0,0,1,6,2,66,2,1,0
38,9,1,5,0,0,0,1,6,2,436,1,1,0
39,7,1,3,0,0,0,0,3,3,297,1,1,0
35,1,2,0,0,0,0,0,6,0,36,5,1,0
26,0,2,6,0,2,0,0,3,1,200,2,1,0
48,0,1,3,1,2,2,0,3,2,64,1,1,0
41,1,1,2,0,2,2,0,6,1,190,5,1,0
37,1,1,1,1,0,0,0,6,2,550,2,1,0
38,9,2,6,0,2,0,1,4,3,267,1,1,0
45,1,1,0,1,0,2,0,6,3,397,1,1,0
45,1,1,1,1,2,0,0,7,1,550,2,1,1
36,8,2,2,0,2,0,1,4,2,176,1,1,0
45,1,1,0,1,2,2,1,4,3,550,1,1,0
45,0,0,6,0,2,2,0,7,0,69,5,1,0
35,0,0,3,0,2,0,0,6,1,88,1,0,0
40,1,1,0,1,0,0,1,4,1,550,2,1,0
38,10,1,0,1,0,0,0,3,3,195,1,1,0
39,0,1,3,0,2,0,1,0,3,189,1,1,0
52,3,1,1,0,2,0,0,1,0,208,1,1,0
37,2,1,2,0,0,0,0,6,1,277,1,2,0
33,0,2,3,0,2,0,0,8,1,61,2,0,0
33,0,2,6,0,2,0,0,0,0,382,2,1,0
49,1,1,0,1,2,0,1,6,2,282,1,1,0
38,0,1,3,0,2,0,0,6,0,36,5,0,0
34,9,1,5,0,2,0,0,1,2,286,5,1,0
38,1,1,2,1,2,0,0,6,3,276,1,0,0
55,6,1,2,0,1,1,0,1,2,141,1,1,0
30,10,1,3,0,0,0,0,6,1,417,1,2,1
26,8,2,5,0,2,0,0,0,2,413,1,1,1
36,9,1,7,0,2,0,1,6,3,322,2,1,0
40,9,1,2,0,0,0,0,7,4,59,1,1,0
29,7,1,6,0,0,2,0,4,0,89,2,1,0
29,1,1,2,0,2,0,0,3,1,166,1,1,0
46,0,1,3,1,2,0,0,0,1,36,1,1,0
51,0,1,3,0,0,2,1,4,2,222,1,1,0
27,7,2,3,0,2,0,0,3,1,306,2,1,0
55,4,1,6,0,2,0,0,6,1,504,1,1,0
29,9,2,6,0,2,0,0,4,4,101,1,1,0
43,1,0,0,1,0,0,1,6,2,154,2,1,0
34,9,0,5,0,2,0,0,1,3,104,3,1,0
27,9,2,2,1,0,0,0,3,0,171,5,1,0
53,4,1,6,0,2,0,0,7,2,186,1,1,0
44,0,2,5,0,2,0,1,7,2,36,5,1,0
30,1,1,1,0,2,2,0,7,2,74,1,1,0
32,0,2,6,0,2,0,0,1,2,206,1,1,0
30,9,2,3,0,0,0,0,1,1,550,4,1,1
46,0,0,6,1,2,0,0,3,2,51,1,1,0
39,7,0,3,0,0,0,0,6,2,186,1,1,0
28,9,0,5,1,2,0,1,6,2,174,1,1,0
34,0,3,6,0,2,0,0,3,2,243,1,1,0
50,1,1,0,0,0,0,0,3,1,550,3,1,1
55,9,1,7,0,2,0,1,6,1,386,1,1,0
27,7,2,3,0,2,0,0,6,2,193,1,1,0
32,9,2,5,0,0,0,0,3,3,52,5,1,0
29,0,2,6,0,0,0,1,6,2,141,2,1,0
42,7,2,3,0,2,0,0,6,1,36,5,0,0
26,1,2,3,1,2,0,1,6,1,300,3,0,0
52,3,1,0,1,2,2,0,1,1,85,2,1,0
47,9,0,3,0,2,0,0,7,1,182,1,0,1
43,1,1,2,0,2,2,0,3,3,393,2,1,0
36,9,1,5,0,2,0,1,6,1,232,3,1,0
35,9,2,3,0,2,0,1,4,1,92,2,1,0
55,4,1,6,0,0,2,1,3,4,154,1,1,0
55,10,1,6,0,2,0,0,7,2,303,2,1,0
55,7,2,3,0,0,2,0,6,4,107,2,1,0
45,0,1,6,0,2,0,0,1,1,226,1,1,0
30,9,1,6,1,0,0,1,6,3,191,1,1,0
30,1,0,2,0,2,0,0,3,3,168,2,1,0
55,0,1,3,0,2,0,0,7,0,441,1,1,0
50,2,1,0,0,2,0,0,7,3,286,1,1,0
26,1,2,2,1,2,0,0,3,0,151,2,1,0
33,0,2,6,0,0,0,0,3,1,546,2,1,0
34,1,1,1,0,0,0,1,6,2,248,3,1,0
34,0,1,3,0,2,0,1,3,2,36,1,0,0
29,9,2,6,0,0,0,0,0,1,354,1,1,0
37,3,2,6,0,0,0,0,6,0,288,2,1,1
26,7,2,5,0,2,0,0,3,4,55,1,1,0
55,5,1,1,0,0,0,0,1,2,189,2,2,0
35,1,1,2,0,0,0,1,6,2,343,2,1,0
26,1,2,2,0,0,0,0,6,1,297,1,1,0
33,1,1,1,0,2,0,0,3,3,376,1,1,0
32,7,1,3,0,2,2,0,0,1,36,5,0,0
41,6,1,0,0,0,0,1,4,1,174,1,1,0
37,9,0,5,0,0,0,0,1,3,80,1,1,0
44,1,1,5,1,0,0,0,3,3,181,5,1,0
55,5,1,3,0,0,0,0,1,4,115,3,1,0
31,2,3,6,0,0,0,0,8,2,164,1,1,1
55,5,1,0,0,0,0,0,7,3,79,1,1,0
31,0,2,6,0,2,2,0,1,2,95,5,1,0
43,10,1,2,0,0,0,0,9,0,270,2,2,1
55,5,1,6,1,0,0,1,6,2,207,1,1,0
34,9,1,6,0,2,0,0,6,2,69,1,1,0
33,1,2,3,0,2,0,1,6,4,202,2,1,0
41,4,1,7,0,0,0,1,6,3,172,1,1,0
50,4,1,6,0,0,0,0,7,2,146,1,0,0
31,1,1,1,1,0,0,1,4,4,91,4,1,0
47,4,1,0,1,0,0,1,6,0,463,2,1,0
49,2,1,3,0,0,0,0,6,3,141,1,1,0
55,6,1,5,0,2,0,0,0,1,274,5,1,0
47,0,1,6,0,0,0,1,6,1,408,2,1,0
46,0,1,6,0,2,0,1,6,1,243,4,1,0
26,4,2,6,0,0,0,0,6,2,550,1,1,1
41,6,1,6,0,0,0,1,6,3,402,1,1,0
40,9,1,5,1,2,0,0,1,1,198,3,1,0
47,7,1,3,0,0,0,0,6,2,176,1,1,0
27,0,2,6,0,0,0,0,3,1,130,1,1,0
30,9,1,5,0,0,0,0,3,3,333,5,1,0
42,0,1,6,0,2,2,0,3,3,156,1,1,0
39,9,2,5,0,2,0,0,7,3,58,1,1,0
29,0,2,3,0,0,0,0,6,4,290,1,1,0
46,1,1,0,0,1,1,1,6,1,445,2,1,0
41,0,1,6,0,2,0,1,6,2,55,1,1,0
36,3,1,0,0,0,0,1,6,1,85,1,1,0
52,0,1,3,0,0,0,0,1,4,114,5,1,0
32,0,1,3,0,2,0,0,3,4,154,1,1,0
31,7,2,3,0,2,0,1,6,0,36,5,1,0
45,1,1,1,1,2,0,0,1,4,134,1,1,0
48,3,1,0,0,2,0,0,1,1,132,1,1,0
32,0,2,3,0,0,0,1,6,1,550,2,1,0
33,0,1,3,0,0,0,0,7,2,133,4,1,0
41,2,2,3,0,2,0,1,3,2,153,2,1,0
53,9,1,3,0,2,0,1,6,4,274,2,1,0
51,7,1,7,0,0,0,0,1,0,547,3,1,0
26,0,2,6,0,0,0,0,8,0,306,1,1,1
27,1,2,1,0,0,0,1,6,1,350,1,1,0
31,9,1,5,0,2,0,0,7,2,144,2,1,0
44,1,1,0,0,0,0,0,3,3,345,5,1,0
35,1,1,2,0,1,1,1,6,2,36,1,1,0
44,1,1,0,1,0,0,1,6,3,272,2,1,0
41,1,1,5,1,0,0,0,7,3,124,1,1,0
34,9,1,5,0,2,2,0,7,0,379,2,1,0
34,1,1,2,0,2,0,0,6,1,178,1,1,0
43,4,1,6,0,2,0,0,6,0,550,1,1,1
39,1,0,2,0,0,0,1,6,4,143,1,1,0
46,9,0,6,0,0,0,1,4,0,550,3,1,0
35,9,0,5,0,0,0,0,6,0,354,1,1,1
47,7,1,3,1,2,2,1,4,4,55,1,1,0
27,4,2,6,0,0,0,0,6,1,52,4,1,0
37,0,1,3,1,0,0,0,6,1,547,1,1,0
52,1,1,2,0,2,0,1,6,2,397,1,1,0
43,1,1,2,0,2,0,1,6,4,141,2,1,0
31,0,2,6,0,2,0,0,1,0,76,4,1,0
29,0,2,6,0,2,0,0,1,3,67,1,1,0
43,0,1,3,0,2,0,0,6,0,126,2,0,0
47,2,2,6,1,2,0,1,4,0,39,3,1,0
45,10,0,0,0,2,0,0,1,4,156,1,1,0
39,1,1,0,0,0,0,0,6,1,181,1,1,0
36,0,1,3,0,2,0,0,3,3,550,2,1,0
26,7,2,2,0,0,0,0,0,1,293,2,1,0
28,0,1,3,1,0,0,0,3,3,60,3,1,0
48,7,0,3,0,2,0,0,0,1,365,1,1,0
43,4,1,6,0,0,0,0,1,1,75,1,1,0
37,0,2,6,0,0,2,0,1,1,220,2,1,0
55,5,0,5,0,2,0,0,6,4,281,3,1,0
31,2,1,1,0,2,0,1,6,0,108,3,1,0
55,9,2,6,1,2,0,0,1,4,107,5,1,0
44,7,1,3,0,0,0,0,1,2,464,3,1,0
55,4,0,6,1,2,2,1,4,3,236,2,1,0
26,11,2,3,1,0,0,1,4,2,237,5,1,0
43,5,1,3,0,2,0,0,7,0,83,1,1,0
34,1,1,2,0,2,0,1,4,0,232,2,1,0
48,0,1,3,0,0,0,0,7,4,550,4,1,1
32,0,0,3,0,2,0,1,6,0,324,2,1,0
38,9,2,5,0,2,0,0,6,1,202,3,0,0
37,0,2,6,1,0,2,0,3,3,133,4,1,0
29,0,2,6,1,2,0,0,6,0,104,2,1,0
42,0,1,6,0,0,0,0,1,4,68,2,1,0
52,4,0,6,0,0,0,1,4,2,36,1,1,0
48,10,0,0,0,0,2,1,4,1,119,2,1,0
30,7,2,7,0,2,0,1,6,3,205,3,1,0
41,9,1,5,0,0,0,0,1,1,203,2,1,0
26,0,2,6,0,2,0,0,0,1,393,3,1,0
55,4,0,6,1,2,0,0,0,1,108,1,1,0
28,8,2,6,0,2,0,0,0,3,93,3,0,0
51,1,0,2,0,0,0,0,3,1,293,5,1,0
41,9,1,6,1,0,2,0,0,2,272,1,0,0
26,4,2,6,0,2,0,0,6,1,362,5,1,0
47,0,2,6,0,0,0,0,3,3,108,1,1,0
34,0,2,3,0,2,0,0,3,0,108,1,1,0
40,0,1,2,1,2,2,1,6,1,184,4,1,0
29,1,2,7,0,0,0,1,6,0,92,3,1,0
33,10,1,2,0,2,0,1,7,4,41,1,1,0
47,0,1,6,0,2,0,1,6,0,138,5,1,0
42,0,1,6,0,2,0,0,7,0,184,2,1,0
55,0,1,6,0,2,2,0,7,4,63,1,1,0
40,1,1,2,0,2,0,1,6,4,82,4,1,0
34,1,2,2,1,2,0,1,6,1,55,1,1,0
54,1,1,2,0,2,0,1,6,4,90,2,1,0
47,0,2,6,0,0,0,0,1,2,429,1,1,0
39,7,1,3,0,2,0,0,3,2,216,2,1,0
35,1,1,2,1,0,0,1,6,1,240,2,1,0
34,4,1,3,0,0,0,0,3,3,419,5,1,0
31,9,2,6,0,2,2,0,7,0,244,1,1,0
29,1,2,2,0,1,1,1,4,0,158,1,1,0
43,7,1,3,1,2,0,1,6,0,99,5,1,0
33,1,1,2,0,2,0,0,6,3,112,4,1,0
44,0,2,6,0,2,0,1,7,1,124,1,1,0
32,4,2,6,0,0,0,0,5,1,93,2,0,0
37,1,1,2,0,1,1,1,6,3,322,2,1,0
28,10,2,2,0,0,2,0,1,3,261,1,0,1
31,9,0,6,0,2,0,0,1,2,142,2,1,0
33,1,2,2,0,2,0,0,6,4,116,2,0,0
29,9,2,6,0,2,0,1,6,1,420,1,1,0
34,9,0,5,0,0,0,0,3,3,116,5,1,0
34,9,0,7,0,2,0,1,3,2,190,4,1,0
34,1,0,0,1,0,0,1,4,1,178,1,1,0
34,9,2,5,0,2,0,0,1,3,251,1,1,0
36,0,1,6,0,2,0,0,6,0,70,1,1,0
28,0,1,6,0,0,0,0,3,4,118,1,1,0
38,0,1,6,0,0,0,0,7,2,126,1,0,1
34,0,1,6,0,2,0,1,6,0,37,1,1,0
53,4,1,6,0,2,2,0,7,3,60,1,1,0
36,2,2,6,0,2,0,0,7,4,115,2,1,0
26,8,2,3,0,0,0,0,1,0,65,1,0,0
29,1,2,3,1,0,0,1,6,0,44,3,1,0
47,2,1,6,0,2,0,1,6,0,329,3,1,0
33,10,2,6,0,2,0,0,1,2,89,2,1,0
55,7,0,3,1,2,0,0,6,1,125,2,0,0
38,9,1,5,0,0,0,0,1,0,93,1,1,0
30,9,2,5,1,2,2,0,1,1,74,2,1,0
38,0,1,6,0,0,0,0,1,3,122,2,1,0
37,7,1,3,0,0,0,1,6,2,550,2,1,0
30,9,2,5,0,1,1,1,9,3,550,1,0,1
38,10,1,3,0,0,0,0,3,1,273,5,1,0
40,0,2,7,1,0,2,1,6,1,61,4,1,0
26,9,2,5,0,0,0,1,4,3,36,1,1,0
45,1,0,5,1,2,0,0,3,4,74,1,1,0
27,10,1,3,0,2,2,1,6,1,470,1,1,0
55,5,2,3,0,0,0,1,4,3,193,1,1,0
49,10,1,3,1,2,0,0,1,0,109,1,1,0
29,7,0,3,0,0,0,1,6,4,282,1,1,0
47,0,1,6,0,2,0,0,0,2,53,1,0,0
43,3,1,0,1,0,0,1,6,0,246,1,1,0
28,7,1,3,0,0,0,0,3,4,240,2,1,0
35,0,2,6,0,0,2,0,1,3,371,1,1,0
47,1,2,2,1,2,0,0,0,1,68,2,1,0
55,4,2,5,0,0,0,1,6,4,233,1,1,0
36,1,2,2,0,2,0,1,4,2,36,5,1,0
26,0,1,2,0,0,0,0,3,3,550,2,1,1
50,0,0,2,0,2,2,0,0,1,137,2,1,0
27,0,2,6,0,0,0,0,3,0,149,1,1,0
34,7,0,3,0,2,0,1,9,1,36,1,0,0
55,6,1,7,1,0,0,0,3,1,136,3,1,0
36,4,2,3,0,2,0,0,0,1,508,1,1,0
33,9,1,5,0,2,0,1,6,4,120,1,1,0
44,1,1,2,0,2,0,1,6,2,480,2,1,0
28,7,2,3,0,1,1,0,6,3,48,3,0,0
30,1,1,7,0,0,0,1,6,4,85,2,1,0
55,11,1,0,0,2,0,0,1,3,550,5,1,1
52,5,0,5,0,0,0,0,3,3,550,2,1,0
30,7,0,3,0,2,0,1,6,2,67,2,1,0
54,1,1,0,0,1,1,0,6,1,352,3,0,1
36,6,1,0,1,2,0,0,1,4,175,4,1,0
54,4,0,6,0,2,0,1,6,1,550,2,1,0
29,9,2,6,0,0,0,1,4,1,78,1,1,0
45,7,1,3,1,2,0,0,0,1,184,2,0,0
30,0,1,6,0,0,0,0,0,2,313,3,1,1
36,0,2,3,0,1,1,0,2,1,480,1,0,1
30,9,2,6,1,2,0,0,1,2,78,1,1,0
30,4,1,6,0,2,0,1,6,2,117,2,1,0
31,1,2,0,1,2,0,0,3,1,153,3,1,0
44,1,1,0,0,1,1,1,4,2,471,3,1,0
55,7,1,3,0,0,0,0,5,1,198,2,0,0
44,0,2,6,0,0,0,0,1,1,208,1,1,0
55,0,0,6,0,2,0,0,7,2,110,1,1,0
52,6,2,5,0,0,2,0,7,2,139,1,1,0
30,10,0,3,0,0,0,0,3,0,167,3,1,0
41,3,1,3,0,2,0,0,3,0,440,4,1,0
33,1,2,3,0,2,0,0,5,4,203,4,0,1
35,1,1,1,1,0,2,1,6,2,57,1,1,0
55,9,1,5,0,2,0,0,1,2,124,3,1,0
36,0,0,6,0,2,0,0,1,1,146,2,0,1
45,1,1,7,1,0,0,0,1,3,371,3,1,0
50,1,1,1,1,2,0,1,7,1,105,3,1,0
29,0,1,3,0,2,0,1,4,3,186,1,1,0
34,0,1,6,0,2,0,1,4,0,186,2,1,0
31,7,2,3,0,2,0,1,6,4,36,2,1,0
40,9,1,5,0,2,0,0,7,3,130,1,1,0
44,4,1,6,0,2,0,0,7,1,130,1,0,0
32,0,1,6,0,2,0,0,3,2,144,1,1,0
33,0,2,6,0,2,0,0,0,1,143,1,1,0
38,1,2,1,0,2,0,0,7,4,328,1,1,0
55,5,1,6,0,0,0,0,5,3,550,2,2,1
48,1,1,0,1,2,0,0,3,2,203,1,1,0
32,1,0,0,1,0,0,1,4,1,36,2,1,0
40,4,1,6,0,1,1,1,4,1,61,2,1,0
32,1,2,3,0,0,0,0,4,1,247,1,2,1
43,0,1,6,0,2,0,0,7,2,197,2,1,0
29,0,2,6,0,0,0,0,6,4,132,2,1,0
39,7,1,5,1,2,0,1,6,2,126,4,1,0
48,7,1,7,0,0,0,0,6,1,486,2,1,0
31,9,2,5,0,2,2,0,6,1,282,1,1,0
52,9,1,5,0,2,0,0,3,2,402,2,1,0
26,4,2,6,0,0,2,0,3,2,49,1,1,0
